url,code,buy_below
https://www.ulta.com/p/eaze-drop-blurring-skin-tint-pimprod2031372,Eaze_Drop_Blurring_Skin_Tint,30
https://www.ulta.com/p/double-wear-stay-in-place-foundation-xlsImpprod14641507,Double_Wear_Stay_in_Place_Foundation,40
https://www.ulta.com/p/sweet-peach-eyeshadow-palette-xlsImpprod13941029,Sweet_Peach_Eyeshadow_Palette,40
